id,title,body,tagname_list,author.id,added_at
10135,How long does it take to become a registered nurse?,"<p>Hello, my name is sara and I'm a junior in my vocational high school. my vocation is nursing assistance  . i have many interests such as music, singing, cosmetics, hair. but with my vocational program i really enjoy my experience working with patients. i have many questions like how long would it take to become a registered nurse? what classes would i need to take in college? and what a good college for me (BOSTON)? </p>",registerednurse classes college nursing registered-nursing,6491,2015-05-19 09:41:00.187693
15723,"If i were to become a business man, who should i interact with?","<p>If i were to pursue this career, i wouldn't want to interact with people that would bring me down from becoming a business man.</p>",newcareer,9782,2016-02-04 11:15:17.587313
1582,Mechanical Engineering,<p>How much money do you make yearly and is it enough to live comfortable?</p>,mechanical-engineering,911,2013-03-27 14:47:56.120585
93,How hard is it to study video game designing and CIA.,"<p>Video game designing is my hobby but I want my primary job to be CIA.
Can I do both?</p>",designing and game cia,234,2012-01-06 14:54:37.540645
11498,Can i pursue marketing if i take commerce with IP in 11th ?,<p>Cause i want to take international marketing afterwards.</p>,marketing,7554,2015-09-27 11:28:33
3282,What types of volunteer work should I do to prepare for the career I want to pursue?,<p>I want to pursue a career in the medical field and I want to know what volunteer work I an do. </p>,doctor medical pathologist medicine pathology volunteer,2395,2014-03-13 16:17:56.854036
10364,How long after orientation will I start work?,"<p>I went to orientation on May 22nd for the local amusement park. It wasn't a one on one training. We went over the rules for 2 hours and then tried on our uniforms. After I showed my HR person that my uniform fit she said I could go home. It is now May 28th and she hasn't called. I still have my uniform and ID badge but haven't started work or any kind of other training at all! The HR told me that it was required to go to a 7 day probation orientation period were if we miss a day then we get fired. She never told me when I had to be back, no dates or times, not even a ""see you tomorrow.""  I am really getting worried now! What should I do? I was on will call before if that helps.</p>",emergency human-resources teenagers employers hiring manager,6667,2015-05-28 17:47:52.083167
15847,It is getting tougher day by day to get job in design field of Mechanical Engineering.,<p>I have done internships and I graduated from a university after completing masters in mechanical engineering. Its been a while since I got any calls after submitting my resume at many places. I am not sure how much more should Iedit my resume. I hope any recruiter can answer this question and guide me.</p>,mechanical linkedin-recruiter engineer,10422,2016-02-10 13:11:54.005116
14368,How do I become a good music producer?,"<p>I've always been really into music and the production side of it. Recently, I've also been interested in not only music production for artists, but also film. I was just looking for any advice to become a good music producer. Also, tips on how to improve my music would be greatly appreciated as well.</p>",music producer creative,8626,2015-12-02 19:40:14.520362
7629,"Within in the career field of being a zoologist/wildlife biologist, how hard/easy is it to work for the federal government? Also what would be the perks or benefits of working for the government?",<p>I would like to work in this field and was curious what it would be like to work for the government. </p>,zoology wildlife-biology federal-government healthcare,4758,2014-12-17 09:40:56.519877
7962,How do I know what type of engineering to choose,"<p>I like making buildings, but I also like tinkering with things. Sound is also interesting to me. Can someone give me as much information as possible about engineering disciplines. </p>",engineeringdiscplines engineer,3735,2015-01-30 22:30:44.672499
2154,How much money can I make if I work at a restaurant?,<p>I think that I want to work during college to make more money. I never worked at a restaurant before but I know that you make most of your money from the tips. So if you work at a restaurant part time while you are doing your college work can you please tell me how much money you think you would make? </p>,money hospitality college-advice restaurant,1335,2013-10-24 23:37:48.711383
